1_F_COD_P,1_F_COD_M,ID_MUNICIPIO,ID_UNGS,ID_UTPMP,1_FECHAC,1_ENC_CARGA,1_ENC_REPP,2_PARTIDO,2_LOC,2_NBARRIO_OF,2_NBARRIO_A1,2_NBARRIO_A2,2_AÑO,2_SUP_HA,2_CANT_FLIA,2_TIPO_BARRIO,2_OBS_DUDOSOS,2_TIPO_DUD,2_JUD,2_DIREC,2_REF_BARRIO,UI1,UI1_NUM_PROV,UI1_NUM_DEF,UI1_NEXP,4_E_LIBRE,4_EQUIP_US-H,4_EQUIP_JI,4_EQUIP_EP,4_EQUIP_ES,4_EQUIP_COM,4_EQUIP_ZOOM,4_EQUIP_O,4_TP_COLE,4_TP_FFCC,4_TP_REM-COM,4_ISU_EEMI,4_ISU_EEMC,4_ISU_APUB,4_ISU_AC,4_ISU_AP,4_ISU_RC,4_ISU_EXC,4_ISU_GAS,4_ISU_PAV,4_ISU_CC,4_ISU_PLUV,4_ISU_RR,4_ORG_PART,4_CONT_REF_N,4_CONT_REF_T,4_SAMB_SPROB,4_SAMB_RE,4_SAMB_INUN,4_SAMB_TFERROV,4_SAMB_CSIR,4_SAMB_CIND,4_SAMB_SD,4_SITU_AMB_O,UI3_INF_URB,UI3_INF_URB_FECHA,UI3_CENSO,UI3_CENSO_FECHA,5_PROC_REG,5_ENC_LEG_D2225/95,5_ENC_LEG_D4686/96,5_ENC_LEG_D815/89,5_ENC_LEG_L243374,5_ENC_LEG_L23073,5_ENC_LEG_EXP,5_ENC_LEG_EXP_NUM,5_ENC_LEG_O,5_AI,5_AIPUB_IVIV,5_AIPUB_INF,5_AIPUB_EQUIP,5_ANT_IPUB_O,5_ORG_INAC,5_ORG_INAPROV,5_ORG_INAMUN,5_ORG_IPROG,5_ORG_IFECHA,UI4_PLANO,UI4_PFECHA,UI4_CIRC10,UI4_GEO_PART,UI4_GEO_NUM,UI4_GEO_AÑO,UI4_REG_LEG,UI4_REG_FOLIO,UI4_REG_FECHA,UI4_EPR,UI4_REG_14449,E_REV,Recorridos de la subsecretaría (fecha),OBSERVACIONES,ID_FOLIO,ESTADO
9,4,,,,41862,Jorgelina Pérez,Jefa de Departamento Técnico,Baradero,Baradero,Tobares,,,1985,"0,8",35,Asentamiento precario,,,No,Libertad 2900 entre vías y calle sin nombre,sin dato,Inscripción provisoria,,,2423-1407/14,Si,Próximo al barrio,Próximo al barrio,Próximo al barrio,Distante > 1 km,Distante > 1 km,Dentro del barrio,,No existe,Distante > 1 km,Dentro del barrio,Cobertura total,inexistente,Cobertura total,Cobertura total,inexistente,inexistente,Cobertura total,inexistente,inexistente,inexistente,inexistente,Cobertura total,"ONG A puro corazón, Programa médicos comunitarios",,,No,No,No,Si,No,No,No,,,,,,No,No,No,No,No,No,No,,,No,Si,No,Si,,No,No,Si,Programa Forta del Municipio a través del Ministerio de Desarrollo Social de la Nación,,,,,,,,,,,,,,11/08/2014,,90004,Notificacion
20,1,,,,41865,Liliana Olguín,Presidenta del Consejo Deliberante,Castelli,Castelli,Frigorífico,,,1980,"2,25",25,Asentamiento precario,,,No,Almirante Brown e/Saavedra y Blanco Encalada,Contiguo al friforífico municipal,Inscripción provisoria,,,2423-1420/14,No,Próximo al barrio,Distante > 1 km,Distante > 1 km,Distante > 1 km,Distante > 1 km,Próximo al barrio,,Distante > 1 km,Distante > 1 km,Dentro del barrio,Cobertura total,inexistente,Cobertura total,Cobertura total,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,Cobertura parcial,Cobertura total,No hay presencia,No,No,No,No,No,No,No,Si,No,,,,,,No,No,No,No,No,No,No,,,No,Si,No,No,,No,No,Si,Ayudas urgentes municipales,,,,,,,,,,,,,,20/08/2014,,200001,Notificacion
114,1,,,,41879,Alejandro Sergio,Coordinación de tierras,Berisso,El Carmen,Néstor Kirchner,,,2011,"6,9",84,Asentamiento precario,,,No,88 a 91 y 127 a 130,sin dato,Inscripción provisoria,,,2423-1534/14,Si,Dentro del barrio,Dentro del barrio,Dentro del barrio,Dentro del barrio,Dentro del barrio,Sin dato,,Dentro del barrio,No existe,Sin dato,inexistente,Cobertura parcial,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,"Organización social MTD, iglesia evangélica",,,Si,No,Si,No,No,No,No,,,,,,Si,No,No,No,No,No,No,,Comisión Nacional de Tierras,Sin dato,Sin dato,Sin dato,Sin dato,,Si,No,No,,,,,,,,,,,,,,,,,1140001,Notificacion
114,2,,,,41879,Alejandro Sergio,Coordinación de tierras,Berisso,Berisso,Villa Roca,,,2004,31,600,Otro,está delimitados por manzanas,,No,153 a 159 y 25 y Av 66,sin dato,Inscripción provisoria,,,2423-1533/14,No,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Sin dato,Sin dato,,Dentro del barrio,No existe,Sin dato,Cobertura parcial,Cobertura parcial,Cobertura parcial,Cobertura parcial,Cobertura parcial,inexistente,Cobertura parcial,inexistente,Cobertura parcial,inexistente,inexistente,Cobertura parcial,"Movimientos sociales CCC, Iglesia evangélica, Comunidades originarias",,,No,No,Si,No,No,No,No,,,,,,No,No,No,No,No,No,No,,,Sin dato,Sin dato,Sin dato,Sin dato,,Sin dato,Sin dato,Sin dato,,,,,,,,,,,,,,,,,1140002,Notificacion
114,3,,,,41879,Alejandro Sergio,Coordinación de tierras,Berisso,Berisso,Barrio Obrero,,,decada del 90,"10,8",278,Asentamiento precario,,,No,32 a 33 y 164 a 169,sin dato,Inscripción provisoria,,,2423-1532/14,No,Dentro del barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Sin dato,Dentro del barrio,,Próximo al barrio,No existe,Sin dato,inexistente,Cobertura parcial,inexistente,inexistente,Cobertura parcial,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,,,,No,No,Si,No,No,No,No,,,,,,Si,No,No,No,No,No,No,,Instituto de la vivienda,No,Si,No,No,,No,Si,No,,,,,,,,,,,,,,,,,1140003,Notificacion
114,4,,,,41879,Alejandro Sergio,Coordinación de tierras,Berisso,Berisso,Santa Cruz,,,2000,"37,2",771,Otro,presenta características de villa y de asentamiento precario,,Si,14 a 19 y 148 a 152,sin dato,Inscripción provisoria,,,2423-1531/14,Si,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Sin dato,,Próximo al barrio,No existe,Sin dato,inexistente,Cobertura parcial,Cobertura parcial,Cobertura total,inexistente,inexistente,Cobertura parcial,inexistente,Cobertura parcial,Cobertura total,inexistente,Cobertura parcial,"Iglesia evangélica, movimiento social miles",,,No,No,Si,No,No,No,No,,,,,,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,,,No,Si,No,No,,Si,Si,Si,"Comisión Nacional de Tierras, Ministerio de Desarrollo Social de Nación, Ministerio de Desarrollo Social de Pcia y Municipalidad de Berisoo a través de la Secretaria de Previsión Social. Las intervenciones son de manera continua por medio de mejoras habitacionales",,,,,,,,,,,,,,,,1140004,Notificacion
114,5,,,,41879,Alejandro Sergio,Coordinación de tierras,Berisso,Berisso,Villa Argüello,,,2010,"11,5",208,Otro,presenta características de villa y de asentamiento precario,,No,133 a 135 y 9 a 13,sin dato,Inscripción provisoria,,,2423-1530/14,No,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Sin dato,,Próximo al barrio,No existe,Sin dato,inexistente,Cobertura parcial,Sin dato,Cobertura parcial,Cobertura parcial,inexistente,Cobertura parcial,inexistente,inexistente,inexistente,inexistente,Cobertura parcial,"movimiento social mup, techo para mi país, iglesia evangélica",María Luz Lizana Ordoñez,154177879,No,No,Si,No,No,Si,No,,,,,,No,No,No,No,No,No,No,,,No,Si,No,No,,Si,No,Si,Ministerio de desarrollo social de Nación y municipal de Berisso por medio de la Secretaría de Promoción Social. Específicamente mejora habitacionales. Intervención de manera continua,,,,,,,,,,,,,,,,1140005,Notificacion
137,1,,,,41877,Claudia García,Catastro,Lezama,Lezama,San Ceferino,,,decada del 80,"18,7",60,Asentamiento precario,,,No,"Calle 27 , Av. Valentín Entesano,  Rodolfo Escala S/N, Hipólito Yrigoyen",sin dato,Inscripción provisoria,,,2423-1529/14,No,Distante > 1 km,Distante > 1 km,Distante > 1 km,Distante > 1 km,No existe,No existe,Esta en proceso de construcción en la actualidad,No existe,No existe,No existe,Cobertura total,inexistente,Cobertura total,Cobertura total,inexistente,inexistente,Cobertura total,Cobertura total,inexistente,inexistente,inexistente,Cobertura total,"Cooperativa Duilio (trabajo), APAPEL (alumnos con capacidades diferentes), Sociedad Rural (Huerta orgánica)",,,Si,No,No,No,No,No,No,,,,,,No,No,No,No,No,No,No,,,No,Si,No,Si,La intervención de Nación está construyendo el CIC,Si,Si,Si,"Comisión de tierras, Instituto de la vivienda, Autoconstrucción, subsidio de materiales (municipio)",,,,,,,,,,,,,,26/08/2014,,1370001,Notificacion
38,1,,,,38245,Antonella y Silvana,Dirección de Hábitat,Zárate,Lima,9 de Julio ,,,2003,"4,51",150,Asentamiento precario,,,Si,"21, 2, 17, 2 bis",Estación ferroviaria Lima,Inscripción provisoria,,,2423-1643/14,Si,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Distante > 1 km,Distante > 1 km,,Próximo al barrio,Próximo al barrio,Próximo al barrio,inexistente,inexistente,Cobertura parcial,Cobertura total,inexistente,Cobertura parcial,Cobertura parcial,inexistente,inexistente,inexistente,Cobertura total,Cobertura total,Sociedad de Fomento 9 de julio,Villalba Cristina,sin dato,Si,No,No,No,No,No,No,,,,,,Si,No,No,No,Si,No,,,,No,No,Si,Si,,No,No,Si,,,,,,,,,,,,,,,,,380001,Notificacion
38,2,,,,41897,Antonella y Silvana,Dirección de Hábitat,Zárate,Lima,8 de Septiembre,,,2011,"19,38",150,Asentamiento precario,,,No,"14, 21, 20, 33",sin dato,Inscripción provisoria,,,2423-1642/14,Si,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Distante > 1 km,Distante > 1 km,,Próximo al barrio,Próximo al barrio,Próximo al barrio,inexistente,inexistente,inexistente,Cobertura parcial,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,Cobertura parcial,Cobertura total,Sociedad de Fomento 8 de septiembre,Juarez Victoria,sin dato,Si,No,No,No,No,No,No,,,,,,Si,No,No,No,Si,No,,,,No,No,Si,Si,,No,No,Si,,,,,,,,,,,,,,,,,380002,Notificacion
38,3,,,,41897,Antonella y Silvana,Dirección de Hábitat,Zárate,Lima,San Sebastián,,,2011,43,150,Asentamiento precario,,,Si,"111, Héroes de Malvinas y Pasaje S/nombre","Frente a Escuela técnica ""Dr. Agustín Mellillo"" y frente a barrio Atucha",Inscripción provisoria,,,2423-1641/14,Si,Distante > 1 km,Distante > 1 km,Distante > 1 km,Próximo al barrio,Distante > 1 km,Distante > 1 km,,Próximo al barrio,Distante > 1 km,Próximo al barrio,inexistente,inexistente,inexistente,Cobertura parcial,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,Cobertura total,Unión vecinal,Ferreyra Nancy,sin dato,Si,No,No,No,No,No,No,,,,,,Si,No,No,No,Si,No,,,,No,No,Si,No,,No,No,Si,,2013,,,,,,,,,,,,,,,380003,Notificacion
38,4,,,,41897,Antonella y Silvana,Dirección de Hábitat,Zárate,Lima,Los Pinos,,,2007,"12,86",100,Asentamiento precario,,,No,"4, 2, 29, 33",sin dato,Inscripción provisoria,,,2423-1640/14,Si,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Distante > 1 km,Distante > 1 km,,Próximo al barrio,Próximo al barrio,Próximo al barrio,inexistente,inexistente,Cobertura parcial,Cobertura total,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,Cobertura total,Sociedad de fomento Los Pinos,Cuadra Alicia (Integrante comisión sociedad de fomento),sin dato,Si,No,No,No,No,No,No,,,,,,Si,No,No,No,Si,No,,,Ley 10.830 (en trámite traspaso tit a municipio),No,No,Si,No,,No,No,Si,,,,,,,,,,,,,,,,,380004,Notificacion
38,5,,,,41900,Antonella y Silvana,Dirección de Hábitat,Zárate,Zárate,La Ilusion,,,1997,"14,28",400,Otro,"hay un sector del asentamiento que se encuentra amanzanado y con apertura de calles, otro sector que forma parte del mismo se dispone de forma irregular",,Si,"V. Alsina, J. B. Justo, Calle 24, calle 32",sin  dato,Inscripción provisoria,,,2423-1639/14,No,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Dentro del barrio,Distante > 1 km,Club Maipú,Próximo al barrio,Distante > 1 km,Próximo al barrio,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,Iglesia cristiana misionera - ONG Un techo para mi país (sede),sin dato,sin dato,Si,No,No,No,No,No,No,,,,,,Si,No,No,No,Si,No,,,,No,No,Si,No,,No,No,Si,"Mejoramiento de calles con ionizaqdo, ONG Un techo para mi país",,,,,,,,,,,,,,,,380005,Notificacion
38,6,,,,41900,Antonella y Silvana,Dirección de Hábitat,Zárate,Zárate,6 de Agosto,,,2008,"1,57",50,Asentamiento precario,,,Si,"Calle 14, Mitre, Pasaje Bs. As., Hipólito Yrigoyen, Psaje Libertad, Pinto","El predio se encuentra bajo el tendido elétrico de alta tensión y se encuentra al fondo del antiguo barrio ""6 de Agosto""",Inscripción provisoria,,,2423-1637/14,No,Distante > 1 km,Próximo al barrio,Próximo al barrio,Distante > 1 km,Dentro del barrio,Distante > 1 km,CEPAM (Centro de Participación Municipal),Próximo al barrio,Distante > 1 km,Próximo al barrio,inexistente,inexistente,Cobertura parcial,Cobertura parcial,Cobertura parcial,inexistente,inexistente,inexistente,Cobertura parcial,inexistente,Cobertura parcial,Cobertura total,CEPAM - Unión Barrial 6 de Agosto,Fernandez Cintia; Gozalez Amelia; Villagra Hugo,sin dato,No,Si,No,No,No,No,No,Viviendas bajo torres de alta tensión,,,,,Si,No,No,No,No,No,,,Ley 10.830,No,No,Si,No,Relevamiento socio-urbano-ambiental,Si,No,Si,"programa lote con servicios, PROMEBA, programa de regularización dominial, Proyecto soterramiento líneas de alta tensión",,,,,,,,,,,,,,,,380006,Notificacion
38,7,,,,41900,Antonella y Silvana,Dirección de Hábitat,Zárate,Zárate,La Esperanza,,,2001,"13,38",160,Asentamiento precario,,,No,"Laprida, calle 4, Almafuerte, Pacheco",El asentamiento linda con el barrio Malvicino,Inscripción provisoria,,,2423-1638/14,Si,Distante > 1 km,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Distante > 1 km,,Próximo al barrio,Distante > 1 km,Próximo al barrio,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,Sociedad de Fomento Barrio Malvivino,Andino Ramón,sin dato,Si,No,No,No,No,No,No,,,,,,Si,No,No,No,Si,No,,,,Si,No,No,No,Relevamiento socio-urbano-ambiental,Si,No,Si,PROMEBA; Programa de regularización dominial,,,,,,,,,,,,,,,,380007,Notificacion
38,8,,,,41900,Antonella y Silvana,Dirección de Hábitat,Zárate,Zárate,Ferry,,,1994,"5,89",50,Asentamiento precario,,,No,"Río Paraná de Las Palmas, Arenera",sin dato,Inscripción provisoria,,,2423-1636/14,No consigna,Distante > 1 km,Distante > 1 km,Distante > 1 km,Distante > 1 km,Distante > 1 km,Distante > 1 km,,Distante > 1 km,Distante > 1 km,Distante > 1 km,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,sin dato,sin dato,sin dato,No,No,Si,No,Si,No,No,,,,,,Si,No,No,No,Si,No,,,,Si,No,No,No,Relevamiento socio-urbano-ambiental,No,No,Si,Programa de emergencia habitacional,,,,,,,,,,,,,,,,380008,Notificacion
38,9,,,,41900,Antonella y Silvana,Dirección de Hábitat,Zárate,Zárate,Anta,,,1993,"0,31",14,Villa,,,No,"Av. Anta, urquiza, J. B. Justo",a dos cuadras se encuenta el Colegio ENET nº 1 Industrial,Inscripción provisoria,,,2423-1635/14,No,Distante > 1 km,Distante > 1 km,Distante > 1 km,Próximo al barrio,Próximo al barrio,Distante > 1 km,,Dentro del barrio,Próximo al barrio,Dentro del barrio,inexistente,inexistente,Cobertura parcial,inexistente,inexistente,inexistente,inexistente,inexistente,Cobertura parcial,Cobertura parcial,inexistente,Cobertura parcial,sin dato,sin dato,sin dato,Si,No,No,No,No,No,No,,,,,,Si,No,No,No,Si,No,,,,Si,No,No,No,Relevamiento socio-urbano-ambiental,No,No,Si,Programa de emergencia habitacional,,,,,,,,,,,,,,,,380009,Notificacion
38,10,,,,41900,Antonella y Silvana,Dirección de Hábitat,Zárate,Zárate,Agua y energía,,,2008,"0,24",12,Asentamiento precario,,,Si,"Calle 34, entre De La Torre y V. Alsina",a dos cuadras de la Av. Antártida Argentina,Inscripción provisoria,,,2423-1634/14,No consigna,Distante > 1 km,Próximo al barrio,Próximo al barrio,Próximo al barrio,Distante > 1 km,Distante > 1 km,,Próximo al barrio,Distante > 1 km,Próximo al barrio,inexistente,inexistente,Cobertura parcial,Cobertura parcial,Cobertura parcial,inexistente,inexistente,inexistente,inexistente,inexistente,Cobertura parcial,Cobertura total,sin dato,"Gustavo Vedro, Ivana Gonzalez",sin dato,No,Si,No,No,No,No,No,Viviendas bajo torres de alta tensión,,,,,Si,No,No,No,Si,No,,,,Si,No,No,No,Relevamiento socio-urbano-ambiental,Si,No,Si,"Programa de regularización dominial, proyecto de soterramiento de líneas de alta tensión",,,,,,,,,,,,,,,,380010,Notificacion
38,11,,,,41900,Antonella y Silvana,Dirección de Hábitat,Zárate,Zárate,La Ponderosa,,,1998,"4,77",60,Villa,,,No,"Guiraldes, J. J. Paso, vías ferrocarril Mitre",sin dato,Inscripción provisoria,,,2423-1633/14,Si,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Distante > 1 km,,Próximo al barrio,Próximo al barrio,Próximo al barrio,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,sin dato,sin dato,sin dato,No,No,No,No,No,No,No,Focos de basuras en diversos sectores del predio,,,,,Si,No,No,No,Si,No,,,,Si,No,No,No,Relevamiento socio-urbano-ambiental,No,No,Si,Programa de emergencia habitacional,,,,,,,,,,,,,,,,380011,Notificacion
38,12,,,,41900,Antonella y Silvana,Dirección de Hábitat,Zárate,Zárate,Reysol,,,2003,"51,71",100,Villa,,,Si,"Balcarse, Pueyrredón, tala, cuyo","al fondo del asentamiento se visualiza la fábrica METEOR (abandonada). Al fondo por calle Tala, linda con el Barrio Villa Angus",Inscripción provisoria,,,2423-1632/14,Si,Distante > 1 km,Próximo al barrio,Próximo al barrio,Distante > 1 km,Distante > 1 km,Distante > 1 km,,Próximo al barrio,Distante > 1 km,Dentro del barrio,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,Sociedad de Fomento Barrio Reysol,"Belda Adalberto, Fernández Santos Frutos Miguel",sin dato,No,No,Si,No,No,No,No,terreno con severos desniveles,,,,,Si,No,No,No,No,No,,,Ley 10.830,Si,No,No,No,Relevamiento socio-urbano-ambiental,No,No,Si,Programa lote con servicios; programa de regularización dominial; Banco de tierras (en trámite de donación a favor del municipio),,,,,,,,,,,,,,,,380012,Notificacion
38,13,,,,41900,Antonella y Silvana,Dirección de Hábitat,Zárate,Zárate,El Progreso,,,2000,"9,14",150,Villa,,,No,"Pellegrini, Ruta 9, calle 14","extensión del asentamiento llega hasta la ruta 9, yendo por calle Pellegrini",Inscripción provisoria,,,2423-1631/14,Si,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,,Próximo al barrio,Próximo al barrio,Próximo al barrio,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,Cobertura parcial,Sin dato,inexistente,Cobertura parcial,Sociedad de Fomento,Rodriguez Ramón; Rodriguez Alicia,sin dato,Si,No,No,No,No,No,No,,,,,,Si,No,No,No,Si,No,,,,Si,No,No,No,Visitas domiciliarias por situaciones de precariedad,No,No,Si,,,,,,,,,,,,,,,,,380013,Notificacion
38,14,,,,41900,Antonella y Silvana,Dirección de Hábitat,Zárate,Zárate,Barrio H,,,1995,"18,91",130,Asentamiento precario,,,No,"Pavón, Maipú, 3 de Febrero, orillas del Río Paraná de Las Palmas","linda con el antiguo barrio de ""Villa Angus""",Inscripción provisoria,,,2423-1630/14,No,Próximo al barrio,Distante > 1 km,Próximo al barrio,Distante > 1 km,Dentro del barrio,Distante > 1 km,,Próximo al barrio,Distante > 1 km,Próximo al barrio,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,"Comedor ""Los Querubines""; Club Estrada",Lares Dario,sin dato,No,No,Si,No,Si,No,No,,,,,,Si,No,No,No,Si,No,,,,Si,No,No,No,,No,No,Si,Programa de emeregencia habitacional; programa de regularización dominial,,,,,,,,,,,,,,,,380014,Notificacion
38,15,,,,41900,Antonella y Silvana,Dirección de Hábitat,Zárate,Zárate,Las Violetas,,,1996,"7,41",80,Villa,,,No,"Colectora Ruta 6, Scholnik, Fábrica Monsanto",por el frente del lugar pasa la ruta 6 y a su derecha se encuentra la fábrica Monsanto,Inscripción provisoria,,,2423-1629/14,No,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Dentro del barrio,Próximo al barrio,,Próximo al barrio,Distante > 1 km,Próximo al barrio,inexistente,inexistente,inexistente,inexistente,Cobertura parcial,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,Cobertura parcial,Comedor de Amanda,Pellegrinelli Carlos,sin dato,No,Si,Si,No,No,Si,No,,,,,,No,No,No,No,No,No,,,,No,No,Si,No,Relocalización en programa lote con servicios,No,No,Si,Programa lote con servicios (relozalización del 50% del asentamiento),,,,,,,,,,,,,,,,380015,Notificacion
38,16,,,,41900,Antonella y Silvana,Dirección de Hábitat,Zárate,Zárate,Los Pomelos,,,2000,"4,24",80,Villa,,,Si,"Justa Lima, teodor Fels, ruta Nacional Nº 12",un sector del asentamiento se encuentra ubicado bajo el puente Zárate Brazo Largo y frente al peaje,Inscripción provisoria,,,2423-1628/14,Si,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Próximo al barrio,Distante > 1 km,Velodromo,Próximo al barrio,Dentro del barrio,Próximo al barrio,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,Cobertura parcial,sin dato,Mauricio Gabriel; Ramos Vanesa; Quiñones Sixta; Cerrudo Fabián,sin dato,No,No,No,No,No,No,No,Focos de basuras en diversos sectores del predio,,,,,No,No,No,No,No,No,,,,No,No,Si,No,Relocalización en programa lote con servicios (80 familias),No,No,Si,Programa de regularización dominial,,,,,,,,,,,,,,,,380016,Notificacion
38,17,,,,41900,Antonella y Silvana,Dirección de Hábitat,Zárate,Zárate,Los Sauces,,,2004,"12,87",50,Asentamiento precario,,,No,"Saavedra, Camino viejo a Campana y terrenos baldíos",detrás del asentamiento se puede observar la fábrica Minetti,Inscripción provisoria,,,2423-1627/14,Si,Distante > 1 km,Próximo al barrio,Próximo al barrio,Próximo al barrio,Distante > 1 km,Distante > 1 km,,Próximo al barrio,Distante > 1 km,Próximo al barrio,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,sin dato,Penida Laura,sin dato,No,No,Si,No,No,No,No,,,,,,No,No,No,No,Si,No,,,,Si,No,No,No,Relevamiento socio-urbano-ambiental,No,No,Si,Programa de emergencia habitacional,,,,,,,,,,,,,,,,380017,Notificacion
38,18,,,,41900,Antonella y Silvana,Dirección de Hábitat,Zárate,Zárate,Los Rosales,,,1992,"13,15",72,Asentamiento precario,,,No,"Almafuerte, Pacheco, Paredón que linda con el ferrocarril Urquiza",se encuentra ubicado al lado del galpón perteneciente al ferrocarril Urquiza,Inscripción provisoria,,,2423-1626/14,Si,Distante > 1 km,Distante > 1 km,Distante > 1 km,Distante > 1 km,Dentro del barrio,Distante > 1 km,,Distante > 1 km,Dentro del barrio,Próximo al barrio,inexistente,inexistente,Cobertura parcial,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,Cobertura parcial,Cobertura total,Comedor Rosales,Rosales Angel,sin dato,Si,No,No,No,No,No,No,,,,,,Si,No,No,No,Si,No,,,,No,No,Si,No,Ionizado en calles del barrio,No,No,Si,Programa de regularización dominial,,,,,,,,,,,,,,,,380018,Notificacion
38,19,,,,41900,Antonella y Silvana,Dirección de Hábitat,Zárate,Zárate,Los Olivos,,,2003,"3,97",122,Asentamiento precario,,,Si,"Pividal, Mitre, calle 4, Pinto",el asentamiento se encuentra en diagonal al paso a nivel de calle Pellegrini,Inscripción provisoria,,,2423-1625/14,Si,Próximo al barrio,Próximo al barrio,Próximo al barrio,Distante > 1 km,Próximo al barrio,Distante > 1 km,,Próximo al barrio,Próximo al barrio,Próximo al barrio,inexistente,inexistente,Cobertura parcial,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,inexistente,Cobertura parcial,Cobertura total,sin dato,Nores Claudia; Rojas Rufina,sin dato,Si,No,No,No,No,No,No,,,,,,Si,No,No,No,Si,No,,,,Si,No,No,No,Relevamiento socio-urbano-ambiental,No,No,Si,Programa de regularización dominial,,,,,,,,,,,,,,,,380019,Notificacion
45,1,,,,41856,René Pablo Larrea,Dirección social de Vivienda,General Pueyrredón,Mar del Plata,A. Alio & Falucho,,,decada del 90,"0,5",70,Asentamiento precario,,,No,"A. Alio, Gascón, Falucho",ocupa media manzana sobre Alió,Inscripción provisoria,,,2423-1582/14,No,Distante > 1 km,Próximo al barrio,Próximo al barrio,Próximo al barrio,Sin dato,Sin dato,Asociación de Fomento,Próximo al barrio,Distante > 1 km,Dentro del barrio,Cobertura total,inexistente,Cobertura total,Cobertura total,inexistente,Cobertura total,Sin dato,Cobertura parcial,inexistente,inexistente,Cobertura parcial,Cobertura total,sin dato,sin dato,sin dato,Si,No,No,No,No,No,No,,,,,,No,No,No,No,No,No,,,,Sin dato,Sin dato,Sin dato,Sin dato,,Sin dato,Sin dato,Sin dato,,,,,,,,,,,,,,,,,450001,Notificacion
45,2,,,,41856,René Pablo Larrea,Dirección social de Vivienda,General Pueyrredón,Mar del Plata,Termas de Río Hondo & Falucho,,,decada del 90,2,200,Asentamiento precario,,,No,"Termas de Río Hondo, Gascón, Falucho, Cnel. Suárez",ocupa dos manzanas enteras,Inscripción provisoria,,,2423-1583/14,No,Distante > 1 km,Próximo al barrio,Próximo al barrio,Próximo al barrio,Sin dato,Sin dato,Asociación de Fomento,Próximo al barrio,Distante > 1 km,Dentro del barrio,inexistente,inexistente,Cobertura total,Cobertura total,inexistente,Cobertura total,inexistente,Cobertura parcial,inexistente,inexistente,Cobertura parcial,Cobertura total,sin dato,sin dato,sin dato,Si,No,No,No,No,No,No,,,,,,No,No,No,No,No,No,,,,Sin dato,Sin dato,Sin dato,Sin dato,,Sin dato,Sin dato,Sin dato,,,,,,,,,,,,,,,,,450002,Notificacion
